Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
194.conllu	1	14	14.0	5.615384615384615	7.142857142857143	7.142857142857143	0	14.285714285714286	0	21.428571428571427	0	21.428571428571427	0	0	0	0	7.142857142857143	7.142857142857143	0	14.285714285714286	0	0.46153846153846156	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	0	0	0	0	100.0	3.0	100.0	1.5	0	50.0	50.0	0	0	0	0	5.0	4.666666666666667	10.0	3.25	10	0	0	0	0	0	0	0	0	0	100.0	0.0	7.142857142857143	0	0	0	0	0	7.142857142857143	0	7.142857142857143	0	7.142857142857143	0	0	7.142857142857143	0	21.428571428571427	0	0	0	0	0	0	0	0	0	7.142857142857143	0	14.285714285714286	0	0	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
195.conllu	1	14	14.0	5.769230769230769	7.142857142857143	7.142857142857143	0	14.285714285714286	0	21.428571428571427	0	21.428571428571427	0	0	0	0	7.142857142857143	7.142857142857143	0	14.285714285714286	0	0.46153846153846156	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	50.0	0	0	50.0	0	0	0	0	0	100.0	3.0	100.0	1.5	0	50.0	50.0	0	0	0	0	5.0	4.666666666666667	10.0	3.25	10	0	0	0	0	0	0	0	0	0	100.0	0.0	7.142857142857143	0	0	0	0	0	7.142857142857143	0	7.142857142857143	0	7.142857142857143	0	0	7.142857142857143	0	21.428571428571427	0	0	0	0	0	0	0	0	0	7.142857142857143	0	14.285714285714286	0	0	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
196.conllu	1	17	17.0	4.8125	0	17.647058823529413	5.882352941176471	5.882352941176471	5.882352941176471	23.529411764705884	0	17.647058823529413	0	0	0	5.882352941176471	5.882352941176471	0	0	11.764705882352942	0	0.4375	0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	8.5	6.0	2.0	6	1.0	2	100.0	0	0	0	0	0.0	100.0	0	0	0	0	0	5.882352941176471	0	0	5.882352941176471	0	11.764705882352942	5.882352941176471	0	0	5.882352941176471	0	0	23.529411764705884	0	0	0	0	0	0	0	0	0	5.882352941176471	11.764705882352942	0	0	0	5.882352941176471	0	0	0	5.882352941176471	5.882352941176471	5.882352941176471	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
197.conllu	1	21	21.0	4.2	0	19.047619047619047	4.761904761904762	9.523809523809524	4.761904761904762	19.047619047619047	0	23.80952380952381	0	0	4.761904761904762	4.761904761904762	4.761904761904762	0	0	4.761904761904762	0	0.4	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	10.5	10.0	2.210526315789474	10	1.0	2	100.0	0	0	0	0	0	0	0.0	100.0	0	4.761904761904762	0	4.761904761904762	0	0	0	4.761904761904762	19.047619047619047	4.761904761904762	0	0	4.761904761904762	4.761904761904762	0	19.047619047619047	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	4.761904761904762	0	0	4.761904761904762	0	0	4.761904761904762	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
198.conllu	1	25	25.0	4.458333333333333	4.0	20.0	0	4.0	0	28.0	0	20.0	0	0	0	16.0	4.0	0	0	4.0	0	0.4583333333333333	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	7.0	25.0	20.0	2.608695652173913	20	5.0	1	0	0	0	0	100.0	0.0	100.0	100.0	0.0	0	0	0	0	4.0	0	4.0	0	20.0	0	0	0	0	0	0	28.0	0	0	0	0	0	0	0	8.0	0	0	20.0	4.0	0	0	4.0	0	0	0	4.0	4.0	0	100.0	0.0	0	0	0	0	0	0	0
199.conllu	1	28	28.0	4.2592592592592595	3.5714285714285716	21.428571428571427	0	3.5714285714285716	0	28.571428571428573	0	17.857142857142858	0	0	0	17.857142857142858	3.5714285714285716	0	0	3.5714285714285716	0	0.4444444444444444	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	6.0	28.0	20.0	2.6538461538461537	20	3.0	3	33.333333333333336	0	0	66.66666666666667	0	0.0	100.0	100.0	0.0	0	0	0	0	3.5714285714285716	0	3.5714285714285716	0	21.428571428571427	0	0	0	0	0	0	28.571428571428573	0	0	0	0	0	0	0	7.142857142857143	0	0	21.428571428571427	3.5714285714285716	0	0	3.5714285714285716	0	0	0	3.5714285714285716	3.5714285714285716	0	100.0	0.0	0	0	0	0	0	0	0
200.conllu	1	15	15.0	4.5	6.666666666666667	20.0	0	6.666666666666667	0	26.666666666666668	0	26.666666666666668	0	0	0	0	6.666666666666667	0	0	6.666666666666667	0	0.42857142857142855	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	15.0	8.0	2.230769230769231	8	2.0	1	0	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	6.666666666666667	0	0	6.666666666666667	20.0	0	0	0	0	0	0	26.666666666666668	0	0	0	0	0	0	0	0	0	0	13.333333333333334	0	6.666666666666667	0	0	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	100.0	0.0	0	0	0	0	0	0	0
201.conllu	1	16	16.0	4.533333333333333	6.25	18.75	0	6.25	0	25.0	0	25.0	0	0	0	6.25	6.25	0	0	6.25	0	0.4666666666666667	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	16.0	8.0	2.142857142857143	8	2.0	1	0	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	6.25	0	0	6.25	18.75	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	18.75	0	6.25	0	0	6.25	0	0	6.25	6.25	0	100.0	0.0	0	0	0	0	0	0	0
202.conllu	1	39	39.0	3.8055555555555554	10.256410256410257	20.512820512820515	2.5641025641025643	5.128205128205129	0	20.512820512820515	0	28.205128205128204	2.5641025641025643	0	2.5641025641025643	0	7.6923076923076925	0	0	0	0	0.4444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	50.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	6.0	19.5	17.0	2.914285714285714	17	2.3333333333333335	3	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	0	100.0	0.0	0	2.5641025641025643	0	2.5641025641025643	10.256410256410257	0	0	0	20.512820512820515	0	0	0	0	5.128205128205129	0	20.512820512820515	0	0	0	0	0	0	0	0	0	0	17.94871794871795	5.128205128205129	0	2.5641025641025643	0	2.5641025641025643	0	0	7.6923076923076925	2.5641025641025643	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
203.conllu	1	35	35.0	4.46875	14.285714285714286	17.142857142857142	2.857142857142857	2.857142857142857	2.857142857142857	22.857142857142858	0	25.714285714285715	2.857142857142857	0	0	0	8.571428571428571	0	0	0	0	0.46875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	6.0	35.0	14.0	2.5806451612903225	14	2.5	2	50.0	0	0	50.0	0	0	0	100.0	0.0	0	0	0	2.857142857142857	14.285714285714286	0	0	0	17.142857142857142	2.857142857142857	0	0	2.857142857142857	2.857142857142857	0	22.857142857142858	0	0	0	0	0	0	0	0	0	0	14.285714285714286	2.857142857142857	0	2.857142857142857	0	2.857142857142857	0	0	8.571428571428571	2.857142857142857	0	100.0	0.0	0	0	0	0	0	0	0
204.conllu	1	22	22.0	5.3	9.090909090909092	13.636363636363637	13.636363636363637	13.636363636363637	4.545454545454546	9.090909090909092	0	18.181818181818183	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0.55	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	66.66666666666667	0	0	33.333333333333336	0	0	0	0	0	100.0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	11.0	13.0	2.736842105263158	13	1.0	2	100.0	0	0	0	0	0	0	100.0	0.0	0	0	0	13.636363636363637	9.090909090909092	0	4.545454545454546	9.090909090909092	13.636363636363637	4.545454545454546	0	0	4.545454545454546	0	0	4.545454545454546	4.545454545454546	0	0	0	0	0	0	0	0	0	9.090909090909092	0	4.545454545454546	0	0	0	4.545454545454546	0	9.090909090909092	4.545454545454546	0	100.0	0.0	0	0	0	0	0	0	0
205.conllu	1	33	33.0	4.724137931034483	3.0303030303030303	18.181818181818183	6.0606060606060606	9.090909090909092	3.0303030303030303	18.181818181818183	0	21.21212121212121	0	0	0	0	12.121212121212121	0	0	9.090909090909092	0	0.4482758620689655	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	50.0	0	0	50.0	4.0	100.0	2.6666666666666665	0	0	66.66666666666667	0	33.333333333333336	0	0	5.0	8.25	14.0	2.5357142857142856	14	1.0	2	100.0	0	0	0	0	0	0	0	0	6.0606060606060606	0	0	6.0606060606060606	3.0303030303030303	0	3.0303030303030303	3.0303030303030303	15.151515151515152	3.0303030303030303	0	0	6.0606060606060606	3.0303030303030303	0	15.151515151515152	3.0303030303030303	0	0	0	0	0	0	0	0	3.0303030303030303	6.0606060606060606	0	0	0	0	6.0606060606060606	3.0303030303030303	0	12.121212121212121	3.0303030303030303	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
206.conllu	1	24	24.0	3.761904761904762	0	16.666666666666668	4.166666666666667	4.166666666666667	4.166666666666667	4.166666666666667	0	29.166666666666668	12.5	0	8.333333333333334	0	12.5	0	0	4.166666666666667	0	0.42857142857142855	0	0	0	100.0	0	0	0	100.0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	5.0	0	0	0	0	0	100.0	0	4.0	12.0	8.0	2.35	8	1.0	2	100.0	0	0	0	0	0	0	100.0	0.0	0	4.166666666666667	0	4.166666666666667	0	0	0	0	16.666666666666668	4.166666666666667	0	0	8.333333333333334	4.166666666666667	0	4.166666666666667	0	0	0	4.166666666666667	0	0	0	0	0	0	12.5	4.166666666666667	0	12.5	0	4.166666666666667	0	0	12.5	4.166666666666667	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
207.conllu	1	24	24.0	3.5714285714285716	0	25.0	8.333333333333334	4.166666666666667	4.166666666666667	4.166666666666667	0	29.166666666666668	12.5	0	0	0	12.5	0	0	0	0	0.42857142857142855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	4.0	24.0	7.0	2.4	7	2.0	3	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	0	100.0	0.0	0	0	0	4.166666666666667	0	0	0	0	25.0	4.166666666666667	0	0	4.166666666666667	4.166666666666667	0	4.166666666666667	0	0	0	0	0	0	0	0	0	0	20.833333333333332	4.166666666666667	0	12.5	0	0	0	0	12.5	4.166666666666667	0	100.0	0.0	0	0	0	0	0	0	0
208.conllu	1	26	26.0	5.173913043478261	15.384615384615385	15.384615384615385	7.6923076923076925	7.6923076923076925	0	11.538461538461538	0	15.384615384615385	7.6923076923076925	0	0	0	11.538461538461538	0	0	7.6923076923076925	0	0.5217391304347826	0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	100.0	3.0	100.0	2.0	0	0	100.0	0	0	0	0	7.0	8.666666666666666	21.0	2.8181818181818183	21	2.0	1	0	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	7.6923076923076925	7.6923076923076925	11.538461538461538	0	0	0	11.538461538461538	0	3.8461538461538463	0	0	7.6923076923076925	0	11.538461538461538	0	0	0	0	0	0	0	0	0	3.8461538461538463	7.6923076923076925	3.8461538461538463	0	3.8461538461538463	3.8461538461538463	0	0	0	11.538461538461538	3.8461538461538463	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0
209.conllu	1	23	23.0	5.5	8.695652173913043	17.391304347826086	8.695652173913043	4.3478260869565215	0	13.043478260869565	0	17.391304347826086	8.695652173913043	0	0	0	13.043478260869565	0	0	8.695652173913043	0	0.5	0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	0.0	2.0	0	0	100.0	0	0	0	0	7.0	11.5	20.0	2.8421052631578947	20	1.0	2	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	8.695652173913043	8.695652173913043	8.695652173913043	0	0	0	13.043478260869565	0	0	0	0	4.3478260869565215	0	13.043478260869565	0	0	0	0	0	0	0	0	0	4.3478260869565215	8.695652173913043	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	0	0	0	13.043478260869565	4.3478260869565215	0	0.0	100.0	0.0	100.0	2.0	0	100.0	0	0
210.conllu	1	21	21.0	5.294117647058823	14.285714285714286	14.285714285714286	0	4.761904761904762	4.761904761904762	14.285714285714286	0	23.80952380952381	0	0	0	4.761904761904762	19.047619047619047	0	0	0	0	0.5294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	4.0	21.0	13.0	2.6875	13	1.0	2	100.0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	4.761904761904762	0	0	0	14.285714285714286	4.761904761904762	0	0	9.523809523809524	4.761904761904762	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	14.285714285714286	4.761904761904762	0	0	0	4.761904761904762	0	0	19.047619047619047	4.761904761904762	0	100.0	0.0	0	0	0	0	0	0	0
211.conllu	1	23	23.0	4.894736842105263	8.695652173913043	13.043478260869565	4.3478260869565215	4.3478260869565215	4.3478260869565215	13.043478260869565	0	21.73913043478261	0	0	4.3478260869565215	4.3478260869565215	17.391304347826086	0	0	4.3478260869565215	0	0.5263157894736842	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	11.5	13.0	2.8333333333333335	13	1.0	2	100.0	0	0	0	0	0	0	100.0	0.0	0	0	0	4.3478260869565215	4.3478260869565215	0	0	0	13.043478260869565	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	0	13.043478260869565	0	0	4.3478260869565215	0	0	0	0	0	0	0	13.043478260869565	8.695652173913043	0	0	0	4.3478260869565215	0	0	17.391304347826086	4.3478260869565215	0	100.0	0.0	0	0	0	0	0	0	0
212.conllu	1	16	16.0	4.4	6.25	25.0	0	6.25	0	18.75	0	31.25	0	0	0	0	6.25	0	0	6.25	0	0.4666666666666667	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	16.0	7.0	2.0714285714285716	7	1.5	2	50.0	50.0	0	0	0	0	0	100.0	0.0	0	0	0	0	6.25	0	0	6.25	25.0	0	0	0	0	0	0	18.75	0	0	0	0	0	0	0	0	0	0	18.75	0	6.25	0	0	6.25	0	0	6.25	6.25	0	100.0	0.0	0	0	0	0	0	0	0
213.conllu	1	16	16.0	4.466666666666667	6.25	18.75	0	12.5	0	18.75	0	31.25	0	0	0	0	6.25	0	0	6.25	0	0.4666666666666667	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	0	100.0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	16.0	9.0	2.2142857142857144	9	2.0	1	0	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	6.25	0	6.25	6.25	18.75	0	0	6.25	0	0	0	18.75	0	0	0	0	0	0	0	0	0	0	12.5	0	6.25	0	0	6.25	0	0	6.25	6.25	0	100.0	0.0	0	0	0	0	0	0	0
214.conllu	1	20	20.0	4.444444444444445	5.0	15.0	5.0	5.0	0	20.0	0	20.0	0	0	10.0	0	10.0	0	0	10.0	0	0.4444444444444444	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	4.0	10.0	7.0	2.235294117647059	7	0	0	0	0	0	0	0	0	0	100.0	0.0	0	5.0	0	5.0	5.0	0	0	5.0	15.0	0	0	0	0	0	0	20.0	0	0	5.0	0	0	0	0	0	0	0	0	5.0	5.0	0	0	10.0	5.0	0	10.0	5.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
215.conllu	1	18	18.0	4.5625	0	22.22222222222222	5.555555555555555	5.555555555555555	0	22.22222222222222	0	22.22222222222222	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0.4375	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	9.0	7.0	2.1333333333333333	7	1.0	1	100.0	0	0	0	0	0	0	100.0	0.0	0	0	5.555555555555555	5.555555555555555	0	0	0	5.555555555555555	16.666666666666668	0	0	0	0	0	0	22.22222222222222	0	0	0	0	0	0	0	0	0	5.555555555555555	5.555555555555555	0	5.555555555555555	0	0	5.555555555555555	5.555555555555555	0	11.11111111111111	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
216.conllu	1	35	35.0	5.393939393939394	5.714285714285714	22.857142857142858	2.857142857142857	2.857142857142857	2.857142857142857	17.142857142857142	0	34.285714285714285	0	0	0	0	5.714285714285714	0	0	5.714285714285714	0	0.5151515151515151	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	6.0	17.5	21.0	2.53125	21	2.0	3	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0.0	100.0	100.0	0.0	0	0	0	2.857142857142857	5.714285714285714	0	2.857142857142857	0	20.0	2.857142857142857	0	0	2.857142857142857	0	0	17.142857142857142	0	0	0	0	0	0	0	0	0	2.857142857142857	17.142857142857142	2.857142857142857	0	0	8.571428571428571	2.857142857142857	0	0	5.714285714285714	2.857142857142857	2.857142857142857	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
217.conllu	1	35	35.0	5.424242424242424	5.714285714285714	22.857142857142858	2.857142857142857	2.857142857142857	2.857142857142857	17.142857142857142	0	34.285714285714285	0	0	0	0	5.714285714285714	0	0	5.714285714285714	0	0.5151515151515151	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	6.0	17.5	21.0	2.53125	21	2.0	3	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0.0	100.0	100.0	0.0	0	0	0	2.857142857142857	5.714285714285714	0	2.857142857142857	0	20.0	2.857142857142857	0	0	2.857142857142857	0	0	17.142857142857142	0	0	0	0	0	0	0	0	0	2.857142857142857	17.142857142857142	2.857142857142857	0	0	8.571428571428571	2.857142857142857	0	0	5.714285714285714	2.857142857142857	2.857142857142857	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
218.conllu	1	31	31.0	5.068965517241379	6.451612903225806	22.580645161290324	3.225806451612903	6.451612903225806	0	19.35483870967742	0	25.806451612903224	0	0	3.225806451612903	0	6.451612903225806	0	0	6.451612903225806	0	0.4482758620689655	50.0	0	50.0	0	0	0	100.0	0	50.0	0	0	50.0	0	0	0	0	100.0	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	0	100.0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	15.5	10.0	2.5357142857142856	10	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	0	0	0	100.0	0.0	0	3.225806451612903	0	3.225806451612903	6.451612903225806	0	3.225806451612903	3.225806451612903	22.580645161290324	0	0	0	0	0	0	19.35483870967742	0	0	0	0	0	0	0	0	0	0	12.903225806451612	3.225806451612903	3.225806451612903	0	0	6.451612903225806	3.225806451612903	0	6.451612903225806	3.225806451612903	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
219.conllu	1	27	27.0	5.2	7.407407407407407	18.51851851851852	3.7037037037037037	3.7037037037037037	0	18.51851851851852	0	25.925925925925927	0	0	3.7037037037037037	0	7.407407407407407	0	0	11.11111111111111	0	0.52	50.0	0	50.0	0	0	0	100.0	0	33.333333333333336	0	33.333333333333336	33.333333333333336	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	6.0	9.0	10.0	2125	10	1.5	2	50.0	50.0	0	0	0	0.0	100.0	100.0	0.0	0	3.7037037037037037	0	3.7037037037037037	7.407407407407407	0	3.7037037037037037	0	14.814814814814815	0	0	0	0	0	0	18.51851851851852	0	0	0	0	0	0	0	0	0	3.7037037037037037	11.11111111111111	7.407407407407407	0	0	7.407407407407407	3.7037037037037037	0	0	7.407407407407407	3.7037037037037037	3.7037037037037037	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
220.conllu	1	36	36.0	4.771428571428571	5.555555555555555	22.22222222222222	11.11111111111111	0	2.7777777777777777	19.444444444444443	0	30.555555555555557	0	0	0	0	2.7777777777777777	0	0	5.555555555555555	0	0.5428571428571428	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	7.0	18.0	18.0	2.823529411764706	18	3.0	2	0	0	100.0	0	0	0.0	100.0	100.0	0.0	2.7777777777777777	0	0	8.333333333333334	5.555555555555555	0	0	0	22.22222222222222	2.7777777777777777	0	0	2.7777777777777777	0	0	19.444444444444443	0	0	0	0	0	2.7777777777777777	0	0	0	0	16.666666666666668	2.7777777777777777	0	0	2.7777777777777777	5.555555555555555	0	0	2.7777777777777777	2.7777777777777777	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
