Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
220.conllu	1	35	35.0	4.588235294117647	8.571428571428571	22.857142857142858	8.571428571428571	5.714285714285714	2.857142857142857	17.142857142857142	25.714285714285715	0	0	0	0	2.857142857142857	0	0	5.714285714285714	0	0.5	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	100.0	0	50.0	0	50.0	0	0	100.0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	7.0	17.5	16.0	2.484848484848485	16	1.75	4	25.0	75.0	0	0	0	0	100.0	0.0	2.857142857142857	0	0	5.714285714285714	5.714285714285714	0	2.857142857142857	2.857142857142857	22.857142857142858	2.857142857142857	0	0	2.857142857142857	0	0	17.142857142857142	0	0	0	0	0	2.857142857142857	0	0	0	0	17.142857142857142	0	2.857142857142857	0	0	5.714285714285714	0	0	2.857142857142857	2.857142857142857	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
221.conllu	1	36	36.0	4.3428571428571425	5.555555555555555	22.22222222222222	8.333333333333334	5.555555555555555	2.7777777777777777	19.444444444444443	27.77777777777778	0	0	0	0	2.7777777777777777	0	0	5.555555555555555	0	0.4857142857142857	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	100.0	0	50.0	0	50.0	0	0	100.0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	7.0	18.0	17.0	2.823529411764706	17	2.5	2	0	50.0	50.0	0	0	0	100.0	0.0	2.7777777777777777	0	0	5.555555555555555	5.555555555555555	0	2.7777777777777777	2.7777777777777777	22.22222222222222	2.7777777777777777	0	0	2.7777777777777777	0	0	19.444444444444443	0	0	0	0	0	2.7777777777777777	0	0	0	0	13.88888888888889	0	2.7777777777777777	0	0	8.333333333333334	0	0	2.7777777777777777	2.7777777777777777	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
222.conllu	2	42	21.0	4.447368421052632	2.380952380952381	19.047619047619047	2.380952380952381	4.761904761904762	2.380952380952381	26.19047619047619	19.047619047619047	0	0	2.380952380952381	2.380952380952381	9.523809523809524	2.380952380952381	0	7.142857142857143	0	0.3684210526315789	0	33.333333333333336	66.66666666666667	0	0	0	100.0	0	33.333333333333336	0	0	66.66666666666667	0	0	0	0	100.0	0	50.0	0	50.0	0	0	100.0	0	100.0	0	0	0	0	50.0	0	0	50.0	1.5	100.0	3.0	0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	0	4.5	14.0	8.0	2.6944444444444446	12	2.0	2	0	100.0	0	0	0	0	100.0	0.0	0	0	0	2.380952380952381	2.380952380952381	0	2.380952380952381	2.380952380952381	19.047619047619047	2.380952380952381	2.380952380952381	0	2.380952380952381	0	0	19.047619047619047	4.761904761904762	2.380952380952381	0	0	0	0	0	0	0	2.380952380952381	9.523809523809524	2.380952380952381	2.380952380952381	0	0	2.380952380952381	4.761904761904762	0	9.523809523809524	4.761904761904762	0	66.66666666666667	33.333333333333336	100.0	0.0	1.0	100.0	0	0	0
223.conllu	2	46	23.0	4.093023255813954	6.521739130434782	17.391304347826086	0	6.521739130434782	2.1739130434782608	23.91304347826087	17.391304347826086	0	0	4.3478260869565215	2.1739130434782608	6.521739130434782	4.3478260869565215	0	8.695652173913043	0	0.37209302325581395	0	25.0	75.0	0	0	0	100.0	0	25.0	0	0	75.0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	33.333333333333336	0	0	66.66666666666667	2.0	100.0	2.75	0	25.0	25.0	25.0	0	25.0	0	4.5	11.5	8.0	2.8780487804878048	12	1.5	2	50.0	50.0	0	0	0	0	100.0	0.0	0	0	0	0	6.521739130434782	0	4.3478260869565215	2.1739130434782608	17.391304347826086	2.1739130434782608	4.3478260869565215	0	4.3478260869565215	0	0	17.391304347826086	4.3478260869565215	2.1739130434782608	0	2.1739130434782608	0	0	0	0	0	4.3478260869565215	6.521739130434782	2.1739130434782608	2.1739130434782608	0	0	4.3478260869565215	2.1739130434782608	0	6.521739130434782	4.3478260869565215	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
224.conllu	1	26	26.0	4.583333333333333	3.8461538461538463	15.384615384615385	3.8461538461538463	7.6923076923076925	3.8461538461538463	19.23076923076923	19.23076923076923	0	0	3.8461538461538463	3.8461538461538463	7.6923076923076925	0	0	11.538461538461538	0	0.4583333333333333	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	50.0	0	0	50.0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	7.0	8.666666666666666	5.0	1.9130434782608696	5	2.0	1	0	100.0	0	0	0.0	100.0	100.0	0.0	0	3.8461538461538463	3.8461538461538463	3.8461538461538463	3.8461538461538463	0	7.6923076923076925	0	11.538461538461538	3.8461538461538463	0	0	3.8461538461538463	0	0	19.23076923076923	0	0	0	0	0	0	0	0	0	3.8461538461538463	7.6923076923076925	7.6923076923076925	0	0	3.8461538461538463	3.8461538461538463	0	0	7.6923076923076925	3.8461538461538463	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
225.conllu	1	27	27.0	4.76	0	18.51851851851852	3.7037037037037037	7.407407407407407	3.7037037037037037	18.51851851851852	22.22222222222222	0	0	3.7037037037037037	3.7037037037037037	7.407407407407407	0	0	11.11111111111111	0	0.44	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	50.0	0	0	50.0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	8.0	9.0	5.0	1.9166666666666667	5	1.5	2	50.0	50.0	0	0	0.0	100.0	100.0	0.0	0	3.7037037037037037	3.7037037037037037	3.7037037037037037	0	0	0	7.407407407407407	14.814814814814815	3.7037037037037037	0	0	3.7037037037037037	0	0	18.51851851851852	0	0	0	0	0	0	0	0	0	3.7037037037037037	11.11111111111111	0	7.407407407407407	0	3.7037037037037037	3.7037037037037037	0	0	7.407407407407407	3.7037037037037037	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
226.conllu	1	19	19.0	4.470588235294118	15.789473684210526	10.526315789473685	15.789473684210526	10.526315789473685	0	15.789473684210526	15.789473684210526	0	0	0	5.2631578947368425	10.526315789473685	0	0	0	0	0.5882352941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	4.0	9.5	11.0	2.75	11	1.0	2	100.0	0	0	0	0	0	50.0	50.0	0	0	0	10.526315789473685	10.526315789473685	0	0	0	10.526315789473685	0	0	0	0	10.526315789473685	5.2631578947368425	15.789473684210526	0	0	0	0	0	5.2631578947368425	0	0	0	0	10.526315789473685	5.2631578947368425	0	0	0	0	0	0	10.526315789473685	5.2631578947368425	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
227.conllu	1	19	19.0	4.529411764705882	15.789473684210526	10.526315789473685	15.789473684210526	10.526315789473685	0	15.789473684210526	15.789473684210526	0	0	0	5.2631578947368425	10.526315789473685	0	0	0	0	0.5882352941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	4.0	9.5	11.0	2.75	11	1.0	2	100.0	0	0	0	0	0	50.0	50.0	0	0	0	10.526315789473685	10.526315789473685	0	0	0	10.526315789473685	0	0	0	0	10.526315789473685	5.2631578947368425	15.789473684210526	0	0	0	0	0	5.2631578947368425	0	0	0	0	10.526315789473685	5.2631578947368425	0	0	0	0	0	0	10.526315789473685	5.2631578947368425	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
228.conllu	1	36	36.0	4.15625	0	19.444444444444443	2.7777777777777777	2.7777777777777777	0	25.0	16.666666666666668	2.7777777777777777	0	5.555555555555555	8.333333333333334	11.11111111111111	0	0	5.555555555555555	0	375	100.0	0	0	0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	5.0	18.0	9.0	2.5483870967741935	9	1.0	3	100.0	0	0	0	100.0	0.0	100.0	0.0	0	2.7777777777777777	0	0	0	0	2.7777777777777777	0	19.444444444444443	0	0	0	0	0	0	25.0	0	0	2.7777777777777777	0	0	2.7777777777777777	0	2.7777777777777777	0	0	8.333333333333334	5.555555555555555	0	0	2.7777777777777777	11.11111111111111	0	0	11.11111111111111	2.7777777777777777	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
229.conllu	1	37	37.0	4.242424242424242	0	21.62162162162162	2.7027027027027026	2.7027027027027026	0	21.62162162162162	21.62162162162162	2.7027027027027026	0	2.7027027027027026	8.108108108108109	10.81081081081081	0	0	5.405405405405405	0	0.42424242424242425	50.0	0	50.0	0	0	0	100.0	0	50.0	0	0	50.0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	5.0	18.5	9.0	2.53125	9	1.25	4	75.0	25.0	0	0	50.0	50.0	100.0	0.0	0	2.7027027027027026	0	0	0	0	2.7027027027027026	0	21.62162162162162	0	0	0	0	0	0	21.62162162162162	0	0	0	0	0	2.7027027027027026	0	2.7027027027027026	0	0	13.513513513513514	5.405405405405405	0	0	5.405405405405405	8.108108108108109	0	0	10.81081081081081	2.7027027027027026	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
230.conllu	1	28	28.0	5.16	10.714285714285714	17.857142857142858	0	0	3.5714285714285716	21.428571428571427	17.857142857142858	0	0	0	10.714285714285714	10.714285714285714	0	0	7.142857142857143	0	0.52	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	4.0	14.0	15.0	2.5833333333333335	15	1.5	2	50.0	50.0	0	0	0.0	100.0	100.0	0.0	3.5714285714285716	0	0	0	10.714285714285714	0	0	0	17.857142857142858	3.5714285714285716	0	0	3.5714285714285716	0	0	17.857142857142858	0	3.5714285714285716	0	0	0	0	0	0	0	0	10.714285714285714	3.5714285714285716	0	0	3.5714285714285716	7.142857142857143	0	0	10.714285714285714	3.5714285714285716	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
231.conllu	1	32	32.0	5.0	12.5	15625	0	3125	3125	18.75	12.5	0	0	6.25	9375	12.5	0	0	6.25	0	0.4642857142857143	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	3.0	100.0	2.0	50.0	0	0	0	50.0	0	0	6.0	10.666666666666666	8.0	2.4814814814814814	8	1.5	2	50.0	50.0	0	0	0.0	100.0	100.0	0.0	0	3125	3125	0	9375	0	0	0	15625	3125	0	0	3125	3125	0	15625	0	3125	0	0	0	0	0	0	0	0	9375	6.25	0	0	3125	6.25	0	0	12.5	3125	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0
232.conllu	1	32	32.0	5.333333333333333	3125	12.5	3125	0	0	18.75	21875	6.25	0	0	9375	6.25	3125	0	15625	0	0.5666666666666667	0	0	25.0	75.0	0	0	100.0	0	60.0	0	20.0	20.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	2.8	0	0	40.0	40.0	20.0	0	0	4.0	6.4	21.0	2.8275862068965516	21	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	3125	0	3125	3125	3125	0	0	0	9375	0	3125	0	3125	0	0	18.75	0	0	0	0	0	0	0	3125	0	6.25	3125	6.25	0	6.25	9375	9375	0	0	6.25	3125	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0
233.conllu	1	31	31.0	5.068965517241379	6.451612903225806	12.903225806451612	3.225806451612903	0	0	19.35483870967742	22.580645161290324	6.451612903225806	0	0	6.451612903225806	6.451612903225806	3.225806451612903	0	12.903225806451612	0	0.5517241379310345	0	0	33.333333333333336	66.66666666666667	0	0	50.0	50.0	50.0	0	25.0	25.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	3.0	0	0	25.0	50.0	25.0	0	0	4.0	7.75	20.0	2.75	20	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	3.225806451612903	0	3.225806451612903	3.225806451612903	6.451612903225806	0	0	0	9.67741935483871	0	0	0	0	0	0	19.35483870967742	0	0	0	0	0	0	0	0	0	6.451612903225806	3.225806451612903	6.451612903225806	0	6.451612903225806	9.67741935483871	9.67741935483871	0	0	6.451612903225806	3.225806451612903	3.225806451612903	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0
234.conllu	1	19	19.0	4.611111111111111	15.789473684210526	10.526315789473685	10.526315789473685	5.2631578947368425	5.2631578947368425	26.31578947368421	15.789473684210526	0	0	0	5.2631578947368425	5.2631578947368425	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	19.0	7.0	2.6470588235294117	7	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	10.526315789473685	10.526315789473685	0	0	0	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	26.31578947368421	0	0	0	0	0	0	0	0	0	0	5.2631578947368425	5.2631578947368425	0	0	0	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
235.conllu	1	19	19.0	4.777777777777778	10.526315789473685	10.526315789473685	10.526315789473685	5.2631578947368425	5.2631578947368425	21.05263157894737	26.31578947368421	0	0	0	5.2631578947368425	5.2631578947368425	0	0	0	0	0.5555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	19.0	6.0	2.5294117647058822	6	1.0	2	100.0	0	0	0	0	0	100.0	0.0	0	0	0	10.526315789473685	10.526315789473685	0	0	0	10.526315789473685	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	21.05263157894737	0	0	0	0	0	0	0	0	0	0	10.526315789473685	5.2631578947368425	0	0	0	0	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
236.conllu	1	26	26.0	4.791666666666667	11.538461538461538	23.076923076923077	0	0	0	15.384615384615385	30.76923076923077	0	0	3.8461538461538463	0	7.6923076923076925	0	0	7.6923076923076925	0	0.5416666666666666	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	50.0	0	0	50.0	0	4.0	13.0	17.0	2.652173913043478	17	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	0.0	100.0	100.0	0.0	0	0	3.8461538461538463	0	11.538461538461538	0	0	0	19.23076923076923	0	0	3.8461538461538463	0	0	0	15.384615384615385	0	0	3.8461538461538463	0	0	0	0	0	0	3.8461538461538463	15.384615384615385	3.8461538461538463	0	0	3.8461538461538463	3.8461538461538463	0	0	7.6923076923076925	3.8461538461538463	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
237.conllu	1	28	28.0	4.846153846153846	17.857142857142858	21.428571428571427	0	0	0	17.857142857142858	25.0	0	0	3.5714285714285716	0	7.142857142857143	0	0	7.142857142857143	0	0.5384615384615384	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	50.0	0	0	50.0	0	4.0	14.0	18.0	2.72	18	1.5	2	50.0	50.0	0	0	0.0	100.0	100.0	0.0	0	0	3.5714285714285716	0	17.857142857142858	0	0	0	17.857142857142858	0	0	0	0	0	0	17.857142857142858	0	0	3.5714285714285716	0	0	0	0	0	0	3.5714285714285716	10.714285714285714	3.5714285714285716	0	0	3.5714285714285716	7.142857142857143	0	0	7.142857142857143	3.5714285714285716	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
238.conllu	1	25	25.0	5.363636363636363	8.0	12.0	4.0	0	8.0	16.0	24.0	0	0	4.0	0	12.0	0	0	12.0	0	0.5454545454545454	50.0	0	0	50.0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	4.0	8.333333333333334	12.0	2.5714285714285716	12	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	4.0	8.0	0	0	0	8.0	8.0	0	0	8.0	0	0	16.0	0	0	4.0	0	0	0	0	0	0	4.0	4.0	8.0	0	0	4.0	4.0	0	0	12.0	4.0	4.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
239.conllu	1	25	25.0	5.2727272727272725	8.0	12.0	4.0	0	8.0	16.0	24.0	0	0	4.0	0	12.0	0	0	12.0	0	0.5454545454545454	50.0	0	0	50.0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	4.0	8.333333333333334	12.0	2.5714285714285716	12	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	4.0	8.0	0	0	0	8.0	8.0	0	0	8.0	0	0	16.0	0	0	4.0	0	0	0	0	0	0	4.0	4.0	8.0	0	0	4.0	4.0	0	0	12.0	4.0	4.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
240.conllu	1	17	17.0	4.4	0	11.764705882352942	5.882352941176471	5.882352941176471	11.764705882352942	5.882352941176471	29.41176470588235	0	0	5.882352941176471	0	11.764705882352942	0	0	11.764705882352942	0	0.5333333333333333	50.0	0	0	50.0	0	50.0	50.0	0	100.0	0	0	0	0	50.0	0	50.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	8.5	8.0	2.357142857142857	8	0	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	5.882352941176471	0	0	0	0	11.764705882352942	11.764705882352942	0	0	17.647058823529413	5.882352941176471	0	5.882352941176471	0	0	0	0	0	0	0	0	0	0	0	5.882352941176471	0	0	5.882352941176471	11.764705882352942	0	0	11.764705882352942	5.882352941176471	0	100.0	0.0	0	0	0	0	0	0	0
241.conllu	1	17	17.0	4.4	0	11.764705882352942	5.882352941176471	5.882352941176471	11.764705882352942	5.882352941176471	29.41176470588235	0	0	5.882352941176471	0	11.764705882352942	0	0	11.764705882352942	0	0.5333333333333333	50.0	0	0	50.0	0	50.0	50.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	8.5	8.0	2.357142857142857	8	0	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	5.882352941176471	0	0	0	0	11.764705882352942	11.764705882352942	0	0	17.647058823529413	5.882352941176471	0	5.882352941176471	0	0	0	0	0	0	0	0	0	0	0	5.882352941176471	0	0	5.882352941176471	11.764705882352942	0	0	11.764705882352942	5.882352941176471	0	100.0	0.0	0	0	0	0	0	0	0
242.conllu	1	36	36.0	4.346153846153846	5.555555555555555	13.88888888888889	2.7777777777777777	0	5.555555555555555	13.88888888888889	19.444444444444443	0	0	0	0	27.77777777777778	0	0	11.11111111111111	0	0.5384615384615384	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	50.0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	2.25	0	0	75.0	25.0	0	0	0	5.0	9.0	22.0	3.56	22	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	2.7777777777777777	2.7777777777777777	5.555555555555555	0	0	0	13.88888888888889	5.555555555555555	0	0	5.555555555555555	0	0	13.88888888888889	0	0	0	0	0	0	0	0	0	0	5.555555555555555	2.7777777777777777	0	0	2.7777777777777777	8.333333333333334	0	0	27.77777777777778	2.7777777777777777	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0
243.conllu	1	36	36.0	4.88	5.555555555555555	13.88888888888889	5.555555555555555	0	5.555555555555555	11.11111111111111	19.444444444444443	0	0	0	0	30.555555555555557	0	0	8.333333333333334	0	0.56	0	0	66.66666666666667	33.333333333333336	0	0	100.0	0	33.333333333333336	0	0	66.66666666666667	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	12.0	22.0	3.4166666666666665	22	1.0	2	100.0	0	0	0	0	0	100.0	0.0	2.7777777777777777	0	0	5.555555555555555	2.7777777777777777	0	0	0	13.88888888888889	5.555555555555555	0	0	5.555555555555555	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	5.555555555555555	2.7777777777777777	0	0	0	5.555555555555555	0	0	30.555555555555557	2.7777777777777777	5.555555555555555	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0
244.conllu	1	18	18.0	5.5	0	5.555555555555555	11.11111111111111	16.666666666666668	0	11.11111111111111	5.555555555555555	0	0	0	27.77777777777778	11.11111111111111	0	0	11.11111111111111	0	625	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	9.0	9.0	2.533333333333333	9	0	0	0	0	0	0	0	0	100.0	0.0	0	5.555555555555555	0	11.11111111111111	0	0	5.555555555555555	11.11111111111111	5.555555555555555	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	22.22222222222222	0	0	0	0	5.555555555555555	0	0	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
245.conllu	1	18	18.0	4.5625	0	5.555555555555555	11.11111111111111	16.666666666666668	0	11.11111111111111	5.555555555555555	0	0	0	27.77777777777778	11.11111111111111	0	0	11.11111111111111	0	625	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	100.0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	9.0	9.0	2.533333333333333	9	0	0	0	0	0	0	0	0	100.0	0.0	0	5.555555555555555	0	11.11111111111111	0	0	11.11111111111111	5.555555555555555	5.555555555555555	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	22.22222222222222	0	0	0	0	5.555555555555555	0	0	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
246.conllu	3	49	16.333333333333332	5.051282051282051	4.081632653061225	10.204081632653061	6.122448979591836	6.122448979591836	4.081632653061225	16.3265306122449	16.3265306122449	2.0408163265306123	0	2.0408163265306123	2.0408163265306123	20.408163265306122	2.0408163265306123	0	8.16326530612245	0	0.46153846153846156	0	25.0	75.0	0	0	0	100.0	0	25.0	0	0	75.0	0	0	0	0	100.0	0	33.333333333333336	0	66.66666666666667	0	0	100.0	0	100.0	0	0	0	0	33.333333333333336	33.333333333333336	0	33.333333333333336	2.0	100.0	1.75	25.0	0	50.0	25.0	0	0	0	3.3333333333333335	8.166666666666666	10.333333333333334	3.5555555555555554	24	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	2.0408163265306123	2.0408163265306123	6.122448979591836	2.0408163265306123	0	2.0408163265306123	0	10.204081632653061	4.081632653061225	0	0	6.122448979591836	4.081632653061225	0	12.244897959183673	4.081632653061225	0	0	0	0	0	0	0	0	2.0408163265306123	2.0408163265306123	4.081632653061225	0	2.0408163265306123	2.0408163265306123	6.122448979591836	0	0	20.408163265306122	6.122448979591836	0	60.0	40.0	0.0	100.0	1.0	100.0	0	0	0
